brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ssd,hdd,os,os_bit,graphic_card_gb,Price,Number of Ratings,Number of Reviews
1,0,4,2,2,1,1,0,1,0,88488,0,0
6,0,4,0,2,1,1,0,0,2,109990,138,30
6,0,4,2,2,1,1,0,0,2,86990,0,0
6,0,4,2,2,1,1,0,0,0,89990,0,0
4,0,4,0,2,1,1,0,0,0,239759,0,0
0,0,4,2,2,1,1,0,0,1,78990,35,4
5,0,4,4,2,1,1,0,0,0,121890,3,0
0,0,4,4,2,1,1,0,0,0,85990,18,0
6,0,4,2,2,1,1,0,0,2,94990,0,0
4,0,4,2,2,1,1,0,0,2,92000,8,1
4,0,4,0,2,1,1,0,0,0,162990,3,1
5,0,4,2,2,1,1,0,0,0,135300,5,2
